id,hindi,english
572,तुम्हारे टीचर कौन हैं?,Who is your teacher?
573,तुम क्यों नहीं आए?,Why didn't you come?
574,तुम हमारे साथ आओगे क्या?,Will you go with us?
575,सर्दी आ रही है।,Winter is coming on.
576,तुम फिरसे चालू हो गए।,You are at it again.
577,तुम्हें मुझे माफ़ करना होगा।,You must forgive me.
578,आपको मुझे क्षमा करना होगा।,You must forgive me.
579,तुम्हें मन लगाकर पढ़ना होगा।,You must study hard.
580,तुमने मेरी जान बचाली।,You're a life saver.
581,सबकुछ संभव है।,Anything is possible.
582,मैंने तुम्हें बताया नहीं था?,Didn't I tell you so?
583,तुम्हारे पास पेनसिल है क्या?,Do you have a pencil?
584,क्या आप हर दिन जॉगिंग करते हैं?,Do you jog every day?
585,क्या आप रोज़ जॉगिंग करते हैं?,Do you jog every day?
586,क्या आप प्रत्येक दिन जॉगिंग करते हैं?,Do you jog every day?
587,तुम टोक्यो में रहते हो क्या?,Do you live in Tokyo?
588,क्या आप अंग्रेज़ी बोलते हैं?,Do you speak English?
589,अपनी किताब मत खोलो।,Don't open your book.
590,मेरी चिंता मत करो।,Don't worry about me.
591,हमारी चिंता मत करो।,Don't worry about us.
592,मछलियाँ समुंदर में रहतीं हैं।,Fish live in the sea.
593,मुझे एक और मौका दो।,Give me another shot.
594,उसको अपने-आप जाकर बताओ।,Go tell him yourself.
595,आप विदेश गए हुए हैं क्या?,Have you been abroad?
596,वह मुझपर गुस्सा हो गया।,He got angry with me.
597,वह भारत गया हुआ है।,He has been to India.
598,वह तुमसे नाराज़ है।,He is angry with you.
599,उसकी हालत बुरी है।,He is in poor health.
600,उसने मुझे दो किताबें उधार दीं।,He lent me two books.
601,उसने पैसों के लिए शादी की।,He married for money.
602,उसने एक सुंदर लड़की को देखा।,He saw a pretty girl.
603,उसने शान्ति की बात की।,He spoke about peace.
604,वह कामयाब होना चाहता था।,He wanted to succeed.
605,तुम्हारी नौकरी कैसी चल रही है?,How's your job going?
606,मैं इस योजना से सहमत हूँ।,I agree to this plan.
607,मुझे यहाँ पर अजनबी के जैसा महसूस होता है।,I am a stranger here.
608,मैं तुमपर भरोसा कर रहा हूँ।,I am counting on you.
609,मैं सेव खा रहा हूँ ।,I am eating an apple.
610,मैं सेव खा रही हूँ ।,I am eating an apple.
611,मुझे प्रतीक्षा करने में कोई आपत्ती नहीं है।,I don't mind waiting.
612,मुझे लगता है वह आएगा।,I expect him to come.
613,मुझे उल्टी आ रही है।,I feel like vomiting.
614,मुझे थोड़ा बुखार था।,I had a little fever.
615,मुझे हल्का बुखार था।,I had a little fever.
616,मेरे पास कुछ दोस्त हैं।,I have a few friends.
617,मुझे पेट में दर्द हो रहा है।,I have a stomachache.
